user_id,event_time,event_type,campaign_id,channel
U0019,2024-01-20 09:32:00 ,impression,CAMP_2,LinkedIn
U0019,2024-01-20 22:42:00 ,click,CAMP_2,LinkedIn
U0019,2024-01-21 11:45:00 ,lead,CAMP_2,LinkedIn
U0019,2024-01-22 08:07:00 ,qualified,CAMP_2,LinkedIn
U0020,2024-02-01 09:58:00 ,impression,CAMP_3,Email
U0020,2024-02-02 09:16:00 ,click,CAMP_3,Email
U0020,2024-02-03 03:37:00 ,lead,CAMP_3,Email
U0020,2024-02-03 12:45:00 ,qualified,CAMP_3,Email
U0020,2024-02-04 10:39:00 ,converted,CAMP_3,Email
U0021,2024-01-14 10:20:00 ,impression,CAMP_1,Google Ads
U0021,2024-01-15 01:51:00 ,click,CAMP_1,Google Ads
U0021,2024-01-15 01:59:00 ,lead,CAMP_1,Google Ads
U0022,2024-02-04 11:32:00 ,impression,CAMP_2,LinkedIn
U0022,2024-02-05 09:22:00 ,click,CAMP_2,LinkedIn
U0022,2024-02-06 02:43:00 ,lead,CAMP_2,LinkedIn
U0022,2024-02-06 23:32:00 ,qualified,CAMP_2,LinkedIn
U0022,2024-02-07 06:21:00 ,converted,CAMP_2,LinkedIn
U0023,2024-01-18 13:31:00 ,impression,CAMP_3,Email
U0023,2024-01-18 13:34:00 ,click,CAMP_3,Email
U0024,2024-02-01 09:57:00 ,impression,CAMP_3,Email
U0024,2024-02-01 22:22:00 ,click,CAMP_3,Email
U0024,2024-02-02 08:53:00 ,lead,CAMP_3,Email
U0024,2024-01-02 17:05:00 ,qualified,CAMP_3,Email
U0025,2024-01-03 09:43:00 ,impression,CAMP_2,LinkedIn
U0025,2024-01-04 02:20:00 ,click,CAMP_2,LinkedIn
U0025,2024-01-04 04:43:00 ,lead,CAMP_2,LinkedIn
U0025,2024-01-04 22:55:00 ,qualified,CAMP_2,LinkedIn
U0025,2024-01-05 03:14:00 ,converted,CAMP_2,LinkedIn
U0026,2024-02-06 11:15:00 ,impression,CAMP_4,Google Ads
U0026,2024-02-07 05:17:00 ,click,CAMP_4,Google Ads
U0026,2024-02-08 02:01:00 ,lead,CAMP_4,Google Ads
U0026,2024-02-08 16:29:00 ,qualified,CAMP_4,Google Ads
U0026,2024-02-08 23:44:00 ,converted,CAMP_4,Google Ads
U0027,2024-01-13 12:11:00 ,impression,CAMP_2,LinkedIn
U0027,2024-01-14 03:10:00 ,click,CAMP_2,LinkedIn
U0027,2024-01-14 20:51:00 ,lead,CAMP_2,LinkedIn
U0028,2024-01-08 09:32:00 ,impression,CAMP_1,Google Ads
U0028,2024-01-08 21:06:00 ,click,CAMP_1,Google Ads
U0029,2024-02-08 09:03:00 ,impression,CAMP_2,LinkedIn
U0029,2024-02-08 11:30:00 ,click,CAMP_2,LinkedIn
U0029,2024-02-09 09:04:00 ,lead,CAMP_2,LinkedIn
U0029,2024-02-09 11:06:00 ,qualified,CAMP_2,LinkedIn
U0029,2024-02-09 18:56:00 ,converted,CAMP_2,LinkedIn
U0030,2024-01-03 13:23:00 ,impression,CAMP_1,Google Ads
U0030,2024-01-03 21:32:00 ,click,CAMP_1,Google Ads
U0030,2024-01-04 07:04:00 ,lead,CAMP_1,Google Ads
U0031,2024-02-18 10:07:00 ,impression,CAMP_4,Google Ads
U0031,2024-02-19 05:38:00 ,click,CAMP_4,Google Ads
U0032,2024-02-16 12:28:00 ,impression,CAMP_4,Google Ads
U0032,2024-02-16 18:59:00 ,click,CAMP_4,Google Ads
U0033,2024-01-12 12:36:00 ,impression,CAMP_1,Google Ads
U0033,2024-01-13 02:39:00 ,click,CAMP_1,Google Ads
U0033,2024-01-13 18:37:00 ,lead,CAMP_1,Google Ads
U0033,2024-01-13 20:29:00 ,qualified,CAMP_1,Google Ads
U0034,2024-02-13 11:53:00 ,impression,CAMP_1,Google Ads
U0035,2024-01-07 13:34:00 ,impression,CAMP_2,LinkedIn
U0035,2024-01-08 04:54:00 ,click,CAMP_2,LinkedIn
U0036,2024-02-09 12:56:00 ,impression,CAMP_4,Google Ads
U0036,2024-02-09 21:29:00 ,click,CAMP_4,Google Ads
U0037,2024-01-04 09:25:00 ,impression,CAMP_4,Google Ads
U0037,2024-01-05 07:42:00 ,click,CAMP_4,Google Ads
U0037,2024-01-06 02:11:00 ,lead,CAMP_4,Google Ads
U0037,2024-01-06 02:43:00 ,qualified,CAMP_4,Google Ads
U0037,2024-01-06 05:56:00 ,converted,CAMP_4,Google Ads
U0038,2024-02-16 13:06:00 ,impression,CAMP_2,LinkedIn
U0038,2024-02-16 20:25:00 ,click,CAMP_2,LinkedIn
U0038,2024-02-17 10:08:00 ,lead,CAMP_2,LinkedIn
U0038,2024-02-17 12:10:00 ,qualified,CAMP_2,LinkedIn
U0039,2024-02-13 11:15:00 ,impression,CAMP_4,Google Ads
U0040,2024-01-18 13:09:00 ,impression,CAMP_3,Email
U0040,2024-01-18 18:28:00 ,click,CAMP_3,Email
U0040,2024-01-19 00:58:00 ,lead,CAMP_3,Email
U0040,2024-01-19 11:07:00 ,qualified,CAMP_3,Email
U0041,2024-02-18 09:31:00 ,impression,CAMP_1,Google Ads
U0041,2024-02-18 20:15:00 ,click,CAMP_1,Google Ads
U0041,2024-02-18 22:14:00 ,lead,CAMP_1,Google Ads
U0041,2024-02-18 23:58:00 ,qualified,CAMP_1,Google Ads
U0041,2024-02-19 19:56:00 ,converted,CAMP_1,Google Ads
U0042,2024-02-17 09:41:00 ,impression,CAMP_2,LinkedIn
U0043,2024-01-03 11:00:00 ,impression,CAMP_1,Google Ads
U0043,2024-01-04 00:48:00 ,click,CAMP_1,Google Ads
U0043,2024-01-04 04:55:00 ,lead,CAMP_1,Google Ads
U0043,2024-01-05 00:23:00 ,qualified,CAMP_1,Google Ads
U0043,2024-01-05 08:49:00 ,converted,CAMP_1,Google Ads
U0044,2024-02-03 12:34:00 ,impression,CAMP_1,Google Ads
U0044,2024-02-04 11:02:00 ,click,CAMP_1,Google Ads
U0044,2024-02-05 06:59:00 ,lead,CAMP_1,Google Ads
U0044,2024-02-06 02:18:00 ,qualified,CAMP_1,Google Ads
U0044,2024-02-06 20:10:00 ,converted,CAMP_1,Google Ads
U0045,2024-02-11 11:02:00 ,impression,CAMP_3,Email
U0045,2024-02-11 20:07:00 ,click,CAMP_3,Email
U0046,2024-01-15 11:41:00 ,impression,CAMP_2,LinkedIn
U0046,2024-01-15 14:11:00 ,click,CAMP_2,LinkedIn
U0046,2024-01-15 14:32:00 ,lead,CAMP_2,LinkedIn
U0047,2024-02-18 10:49:00 ,impression,CAMP_1,Google Ads
U0048,2024-02-12 09:35:00 ,impression,CAMP_3,Email
U0048,2024-02-12 17:57:00 ,click,CAMP_3,Email
U0049,2024-01-15 13:38:00 ,impression,CAMP_3,Email
U0049,2024-01-15 23:59:00 ,click,CAMP_3,Email
U0050,2024-02-10 09:53:00 ,impression,CAMP_1,Google Ads
U0050,2024-02-02 00:00:00 ,click,CAMP_1,Google Ads
U0050,2024-02-10 23:33:00 ,lead,CAMP_1,Google Ads
U0050,2024-02-11 03:31:00 ,qualified,CAMP_1,Google Ads
U0050,2024-02-11 07:12:00 ,converted,CAMP_1,Google Ads
U0051,2024-03-10 10:47:00 ,impression,CAMP_2,LinkedIn
U0051,2024-03-10 22:31:00 ,click,CAMP_2,LinkedIn
U0051,2024-03-11 05:29:00 ,lead,CAMP_2,LinkedIn
U0052,2024-01-16 11:08:00 ,impression,CAMP_3,Email
U0052,2024-01-16 12:54:00 ,click,CAMP_3,Email
U0052,2024-01-16 16:05:00 ,lead,CAMP_3,Email
U0052,2024-01-17 13:46:00 ,qualified,CAMP_3,Email
U0052,2024-01-18 04:15:00 ,converted,CAMP_3,Email
U0053,2024-03-11 10:06:00 ,impression,CAMP_1,Google Ads
U0054,2024-03-15 13:42:00 ,impression,CAMP_3,Email
U0054,2024-03-16 04:19:00 ,click,CAMP_3,Email
U0055,2024-01-03 10:16:00 ,impression,CAMP_1,Google Ads
U0056,2024-03-19 13:42:00 ,impression,CAMP_1,Google Ads
U0056,2024-03-19 18:47:00 ,click,CAMP_1,Google Ads
U0056,2024-03-20 09:29:00 ,lead,CAMP_1,Google Ads
U0057,2024-03-12 09:20:00 ,impression,CAMP_1,Google Ads
U0057,2024-03-12 21:34:00 ,click,CAMP_1,Google Ads
U0057,2024-03-13 04:46:00 ,lead,CAMP_1,Google Ads
U0058,2024-01-12 13:46:00 ,impression,CAMP_2,LinkedIn
U0059,2024-01-06 10:30:00 ,impression,CAMP_2,LinkedIn
U0059,2024-01-07 00:36:00 ,click,CAMP_2,LinkedIn
U0060,2024-02-14 11:07:00 ,impression,CAMP_2,LinkedIn
U0060,2024-02-14 20:15:00 ,click,CAMP_2,LinkedIn
U0060,2024-02-15 01:43:00 ,lead,CAMP_2,LinkedIn
U0061,2024-01-02 13:00:00 ,impression,CAMP_1,Google Ads
U0061,2024-01-02 20:37:00 ,click,CAMP_1,Google Ads
U0061,2024-01-03 03:27:00 ,lead,CAMP_1,Google Ads
U0061,2024-01-03 19:11:00 ,qualified,CAMP_1,Google Ads
U0062,2024-01-08 09:12:00 ,impression,CAMP_3,Email
U0062,2024-01-09 07:45:00 ,click,CAMP_3,Email
U0063,2024-01-09 09:35:00 ,impression,CAMP_4,Google Ads
U0063,2024-01-09 19:08:00 ,click,CAMP_4,Google Ads
U0063,2024-01-10 07:09:00 ,lead,CAMP_4,Google Ads
U0064,2024-01-11 09:14:00 ,impression,CAMP_4,Google Ads
U0064,2024-01-11 13:12:00 ,click,CAMP_4,Google Ads
U0064,2024-01-11 22:08:00 ,lead,CAMP_4,Google Ads
U0064,2024-01-12 04:15:00 ,qualified,CAMP_4,Google Ads
U0064,2024-01-13 00:06:00 ,converted,CAMP_4,Google Ads
U0065,2024-03-20 12:42:00 ,impression,CAMP_1,Google Ads
U0066,2024-02-20 13:21:00 ,impression,CAMP_3,Email
U0066,2024-02-20 17:19:00 ,click,CAMP_3,Email
U0066,2024-02-21 06:29:00 ,lead,CAMP_3,Email
U0066,2024-03-22 02:11:00 ,qualified,CAMP_3,Email
U0067,2024-03-14 09:00:00 ,impression,CAMP_3,Email
U0068,2024-03-14 09:35:00 ,impression,CAMP_2,LinkedIn
U0068,2024-03-15 08:17:00 ,click,CAMP_2,LinkedIn
U0068,2024-03-15 19:35:00 ,lead,CAMP_2,LinkedIn
U0069,2024-03-10 13:19:00 ,impression,CAMP_3,Email
U0070,2024-03-13 11:31:00 ,impression,CAMP_4,Google Ads
U0070,2024-03-14 06:28:00 ,click,CAMP_4,Google Ads
U0070,2024-03-14 10:50:00 ,lead,CAMP_4,Google Ads
U0071,2024-01-06 13:51:00 ,impression,CAMP_4,Google Ads
U0071,2024-01-07 00:09:00 ,click,CAMP_4,Google Ads
U0071,2024-01-07 14:02:00 ,lead,CAMP_4,Google Ads
U0071,2024-01-08 08:46:00 ,qualified,CAMP_4,Google Ads
U0072,2024-01-07 12:40:00 ,impression,CAMP_3,Email
U0072,2024-01-08 08:29:00 ,click,CAMP_3,Email
U0072,2024-01-09 05:13:00 ,lead,CAMP_3,Email
U0073,2024-03-15 12:46:00 ,impression,CAMP_3,Email
U0073,2024-03-16 11:51:00 ,click,CAMP_3,Email
U0073,2024-03-16 19:10:00 ,lead,CAMP_3,Email
U0073,2024-03-17 12:38:00 ,qualified,CAMP_3,Email
U0074,2024-01-10 13:23:00 ,impression,CAMP_2,LinkedIn
U0075,2024-02-08 11:38:00 ,impression,CAMP_3,Email
U0076,2024-01-01 09:23:00 ,impression,CAMP_2,LinkedIn
U0076,2024-01-01 17:46:00 ,click,CAMP_2,LinkedIn
U0077,2024-03-14 13:54:00 ,impression,CAMP_1,Google Ads
U0077,2024-03-14 20:34:00 ,click,CAMP_1,Google Ads
U0077,2024-03-15 20:22:00 ,lead,CAMP_1,Google Ads
U0077,2024-03-16 09:30:00 ,qualified,CAMP_1,Google Ads
U0078,2024-01-05 09:02:00 ,impression,CAMP_4,Google Ads
U0078,2024-01-05 12:42:00 ,click,CAMP_4,Google Ads
U0079,2024-03-17 12:57:00 ,impression,CAMP_2,LinkedIn
U0079,2024-03-17 14:41:00 ,click,CAMP_2,LinkedIn
U0080,2024-03-15 10:08:00 ,impression,CAMP_2,LinkedIn
U0081,2024-03-20 13:18:00 ,impression,CAMP_3,Email
U0081,2024-03-21 03:53:00 ,click,CAMP_3,Email
U0081,2024-03-21 22:37:00 ,lead,CAMP_3,Email
U0081,2024-03-22 13:52:00 ,qualified,CAMP_3,Email
U0082,2024-01-09 11:06:00 ,impression,CAMP_4,Google Ads
U0082,2024-01-10 08:53:00 ,click,CAMP_4,Google Ads
U0082,2024-01-10 18:22:00 ,lead,CAMP_4,Google Ads
U0082,2024-01-11 12:11:00 ,qualified,CAMP_4,Google Ads
U0083,2024-03-15 09:39:00 ,impression,CAMP_2,LinkedIn
U0083,2024-03-15 19:26:00 ,click,CAMP_2,LinkedIn
U0083,2024-03-16 03:28:00 ,lead,CAMP_2,LinkedIn
U0084,2024-03-18 09:41:00 ,impression,CAMP_3,Email
U0084,2024-03-18 14:26:00 ,click,CAMP_3,Email
U0084,2024-03-18 19:36:00 ,lead,CAMP_3,Email
U0085,2024-03-07 09:32:00 ,impression,CAMP_4,Google Ads
U0085,2024-03-07 23:43:00 ,click,CAMP_4,Google Ads
U0086,2024-02-15 12:32:00 ,impression,CAMP_3,Email
U0086,2024-02-15 14:41:00 ,click,CAMP_3,Email
U0086,2024-02-15 21:46:00 ,lead,CAMP_3,Email
U0086,2024-02-16 12:08:00 ,qualified,CAMP_3,Email
U0086,2024-02-17 01:27:00 ,converted,CAMP_3,Email
U0087,2024-01-13 13:04:00 ,impression,CAMP_1,Google Ads
U0087,2024-01-13 13:18:00 ,click,CAMP_1,Google Ads
U0087,2024-01-14 01:20:00 ,lead,CAMP_1,Google Ads
U0087,2024-01-14 11:33:00 ,qualified,CAMP_1,Google Ads
U0087,2024-01-15 00:53:00 ,converted,CAMP_1,Google Ads
U0088,2024-01-08 11:19:00 ,impression,CAMP_2,LinkedIn
U0088,2024-01-09 02:13:00 ,click,CAMP_2,LinkedIn
U0088,2024-01-09 18:49:00 ,lead,CAMP_2,LinkedIn
U0088,2024-01-09 19:50:00 ,qualified,CAMP_2,LinkedIn
U0089,2024-03-06 12:59:00 ,impression,CAMP_3,Email
U0089,2024-03-06 17:22:00 ,click,CAMP_3,Email
U0089,2024-03-07 14:38:00 ,lead,CAMP_3,Email
U0089,2024-03-08 08:53:00 ,qualified,CAMP_3,Email
U0090,2024-03-19 09:13:00 ,impression,CAMP_4,Google Ads
U0090,2024-03-19 12:06:00 ,click,CAMP_4,Google Ads
U0090,2024-03-20 10:04:00 ,lead,CAMP_4,Google Ads
U0090,2024-03-21 00:43:00 ,qualified,CAMP_4,Google Ads
U0090,2024-03-21 05:22:00 ,converted,CAMP_4,Google Ads
U0091,2024-03-09 12:14:00 ,impression,CAMP_2,LinkedIn
U0092,2024-03-11 11:52:00 ,impression,CAMP_2,LinkedIn
U0092,2024-03-12 00:50:00 ,click,CAMP_2,LinkedIn
U0092,2024-03-12 10:21:00 ,lead,CAMP_2,LinkedIn
U0092,2024-03-13 00:46:00 ,qualified,CAMP_2,LinkedIn
U0093,2024-03-01 13:36:00 ,impression,CAMP_1,Google Ads
U0093,2024-03-01 15:24:00 ,click,CAMP_1,Google Ads
U0093,2024-03-02 03:22:00 ,lead,CAMP_1,Google Ads
U0093,2024-03-02 11:03:00 ,qualified,CAMP_1,Google Ads
U0094,2024-03-01 11:06:00 ,impression,CAMP_1,Google Ads
U0095,2024-03-05 11:02:00 ,impression,CAMP_1,Google Ads
U0095,2024-03-05 15:22:00 ,click,CAMP_1,Google Ads
U0095,2024-03-06 07:33:00 ,lead,CAMP_1,Google Ads
U0095,2024-03-07 06:26:00 ,qualified,CAMP_1,Google Ads
U0095,2024-03-07 10:22:00 ,converted,CAMP_1,Google Ads
U0096,2024-03-09 12:08:00 ,impression,CAMP_2,LinkedIn
U0096,2024-03-09 17:53:00 ,click,CAMP_2,LinkedIn
U0096,2024-03-10 14:35:00 ,lead,CAMP_2,LinkedIn
U0096,2024-03-11 11:20:00 ,qualified,CAMP_2,LinkedIn
U0097,2024-01-04 13:56:00 ,impression,CAMP_2,LinkedIn
U0097,2024-01-04 14:50:00 ,click,CAMP_2,LinkedIn
U0097,2024-01-05 01:30:00 ,lead,CAMP_2,LinkedIn
U0098,2024-02-07 09:38:00 ,impression,CAMP_4,Google Ads
U0098,2024-02-08 05:52:00 ,click,CAMP_4,Google Ads
U0098,2024-02-09 05:28:00 ,lead,CAMP_4,Google Ads
U0098,2024-02-10 02:54:00 ,qualified,CAMP_4,Google Ads
U0099,2024-03-20 10:01:00 ,impression,CAMP_1,Google Ads
U0099,2024-03-21 05:22:00 ,click,CAMP_1,Google Ads
U0099,2024-03-21 06:48:00 ,lead,CAMP_1,Google Ads
U0100,2024-03-03 13:19:00 ,impression,CAMP_4,Google Ads
U0100,2024-03-04 11:27:00 ,click,CAMP_4,Google Ads
U0100,2024-03-04 23:07:00 ,lead,CAMP_4,Google Ads
U0101,2024-01-04 12:41:00 ,impression,CAMP_4,Google Ads
U0101,2024-01-05 01:04:00 ,click,CAMP_4,Google Ads
U0101,2024-01-05 22:47:00 ,lead,CAMP_4,Google Ads
U0101,2024-01-06 14:30:00 ,qualified,CAMP_4,Google Ads
U0102,2024-01-17 11:18:00 ,impression,CAMP_4,Google Ads
U0102,2024-01-18 08:21:00 ,click,CAMP_4,Google Ads
U0103,2024-01-14 11:17:00 ,impression,CAMP_4,Google Ads
U0103,2024-01-14 22:19:00 ,click,CAMP_4,Google Ads
U0103,2024-01-15 06:43:00 ,lead,CAMP_4,Google Ads
U0103,2024-01-15 09:42:00 ,qualified,CAMP_4,Google Ads
U0104,2024-01-15 13:51:00 ,impression,CAMP_4,Google Ads
U0104,2024-01-16 10:42:00 ,click,CAMP_4,Google Ads
U0105,2024-02-01 13:13:00 ,impression,CAMP_4,Google Ads
U0105,2024-02-02 00:20:00 ,click,CAMP_4,Google Ads
U0105,2024-02-02 06:34:00 ,lead,CAMP_4,Google Ads
U0106,2024-01-09 11:54:00 ,impression,CAMP_2,LinkedIn
U0106,2024-01-09 21:28:00 ,click,CAMP_2,LinkedIn
U0106,2024-01-10 17:50:00 ,lead,CAMP_2,LinkedIn
U0107,2024-01-01 13:24:00 ,impression,CAMP_3,Email
U0107,2024-01-01 19:57:00 ,click,CAMP_3,Email
U0107,2024-01-01 22:54:00 ,lead,CAMP_3,Email
U0107,2024-01-02 07:10:00 ,qualified,CAMP_3,Email
U0107,2024-01-02 21:04:00 ,converted,CAMP_3,Email
U0108,2024-02-21 13:11:00 ,impression,CAMP_2,LinkedIn
U0108,2024-02-22 04:30:00 ,click,CAMP_2,LinkedIn
U0108,2024-02-22 05:07:00 ,lead,CAMP_2,LinkedIn
U0108,2024-02-22 08:19:00 ,qualified,CAMP_2,LinkedIn
U0109,2024-01-08 11:36:00 ,impression,CAMP_2,LinkedIn
U0109,2024-01-09 10:17:00 ,click,CAMP_2,LinkedIn
U0109,2024-01-10 06:10:00 ,lead,CAMP_2,LinkedIn
U0109,2024-01-10 18:47:00 ,qualified,CAMP_2,LinkedIn
U0110,2024-01-18 11:49:00 ,impression,CAMP_3,Email
U0110,2024-01-18 23:51:00 ,click,CAMP_3,Email
U0110,2024-01-19 15:22:00 ,lead,CAMP_3,Email
U0110,2024-01-20 00:38:00 ,qualified,CAMP_3,Email
U0111,2024-01-04 10:38:00 ,impression,CAMP_3,Email
U0111,2024-01-04 21:26:00 ,click,CAMP_3,Email
U0112,2024-01-07 13:07:00 ,impression,CAMP_2,LinkedIn
U0112,2024-01-07 22:35:00 ,click,CAMP_2,LinkedIn
U0113,2024-02-07 11:31:00 ,impression,CAMP_3,Email
U0114,2024-01-10 09:07:00 ,impression,CAMP_3,Email
U0114,2024-01-11 03:22:00 ,click,CAMP_3,Email
U0115,2024-01-02 13:43:00 ,impression,CAMP_3,Email
U0116,2024-01-04 09:06:00 ,impression,CAMP_2,LinkedIn
U0116,2024-01-05 04:43:00 ,click,CAMP_2,LinkedIn
U0116,2024-01-05 14:27:00 ,lead,CAMP_2,LinkedIn
U0116,2024-01-06 06:30:00 ,qualified,CAMP_2,LinkedIn
U0117,2024-01-06 09:26:00 ,impression,CAMP_4,Google Ads
U0117,2024-01-06 18:05:00 ,click,CAMP_4,Google Ads
U0117,2024-01-07 10:25:00 ,lead,CAMP_4,Google Ads
U0118,2024-01-16 09:37:00 ,impression,CAMP_1,Google Ads
U0118,2024-01-17 05:20:00 ,click,CAMP_1,Google Ads
U0118,2024-01-18 02:51:00 ,lead,CAMP_1,Google Ads
U0118,2024-01-19 02:18:00 ,qualified,CAMP_1,Google Ads
U0119,2024-01-19 11:35:00 ,impression,CAMP_2,LinkedIn
U0119,2024-01-19 14:31:00 ,click,CAMP_2,LinkedIn
U0120,2024-01-14 10:55:00 ,impression,CAMP_1,Google Ads
U0120,2024-01-15 04:47:00 ,click,CAMP_1,Google Ads
U0120,2024-01-15 17:48:00 ,lead,CAMP_1,Google Ads
U0120,2024-01-16 09:12:00 ,qualified,CAMP_1,Google Ads
U0120,2024-01-17 00:20:00 ,converted,CAMP_1,Google Ads
U0121,2024-02-19 09:30:00 ,impression,CAMP_4,Google Ads
U0121,2024-02-20 06:20:00 ,click,CAMP_4,Google Ads
U0121,2024-02-20 09:45:00 ,lead,CAMP_4,Google Ads
U0122,2024-01-03 10:20:00 ,impression,CAMP_2,LinkedIn
U0122,2024-01-03 18:33:00 ,click,CAMP_2,LinkedIn
U0122,2024-01-04 00:30:00 ,lead,CAMP_2,LinkedIn
U0123,2024-01-01 12:29:00 ,impression,CAMP_1,Google Ads
U0123,2024-01-02 03:53:00 ,click,CAMP_1,Google Ads
U0124,2024-01-02 10:58:00 ,impression,CAMP_4,Google Ads
U0124,2024-01-02 20:50:00 ,click,CAMP_4,Google Ads
U0124,2024-01-03 06:31:00 ,lead,CAMP_4,Google Ads
U0125,2024-01-09 10:41:00 ,impression,CAMP_1,Google Ads
U0125,2024-01-10 01:13:00 ,click,CAMP_1,Google Ads
U0126,2024-01-09 10:12:00 ,impression,CAMP_2,LinkedIn
U0126,2024-01-09 12:40:00 ,click,CAMP_2,LinkedIn
U0127,2024-01-20 13:51:00 ,impression,CAMP_2,LinkedIn
U0127,2024-01-20 23:44:00 ,click,CAMP_2,LinkedIn
U0127,2024-01-21 14:45:00 ,lead,CAMP_2,LinkedIn
U0128,2024-02-13 11:19:00 ,impression,CAMP_4,Google Ads
U0128,2024-02-14 04:25:00 ,click,CAMP_4,Google Ads
U0128,2024-02-14 22:52:00 ,lead,CAMP_4,Google Ads
U0129,2024-01-20 09:20:00 ,impression,CAMP_4,Google Ads
U0130,2024-01-09 09:13:00 ,impression,CAMP_3,Email
U0130,2024-01-09 12:22:00 ,click,CAMP_3,Email
U0130,2024-01-09 20:12:00 ,lead,CAMP_3,Email
U0130,2024-01-10 19:14:00 ,qualified,CAMP_3,Email
U0130,2024-01-11 14:54:00 ,converted,CAMP_3,Email
U0131,2024-01-19 09:20:00 ,impression,CAMP_1,Google Ads
U0131,2024-01-19 15:20:00 ,click,CAMP_1,Google Ads
U0131,2024-01-20 07:25:00 ,lead,CAMP_1,Google Ads
U0132,2024-01-06 13:59:00 ,impression,CAMP_4,Google Ads
U0132,2024-01-07 04:53:00 ,click,CAMP_4,Google Ads
U0132,2024-01-08 02:35:00 ,lead,CAMP_4,Google Ads
U0133,2024-02-12 12:29:00 ,impression,CAMP_1,Google Ads
U0133,2024-02-12 23:53:00 ,click,CAMP_1,Google Ads
U0133,2024-02-13 10:52:00 ,lead,CAMP_1,Google Ads
U0133,2024-02-14 09:46:00 ,qualified,CAMP_1,Google Ads
U0134,2024-01-14 13:13:00 ,impression,CAMP_2,LinkedIn
U0134,2024-01-14 23:05:00 ,click,CAMP_2,LinkedIn
U0134,2024-01-15 21:43:00 ,lead,CAMP_2,LinkedIn
U0135,2024-01-03 11:41:00 ,impression,CAMP_1,Google Ads
U0135,2024-01-03 20:19:00 ,click,CAMP_1,Google Ads
U0135,2024-01-04 07:23:00 ,lead,CAMP_1,Google Ads
U0135,2024-01-04 11:22:00 ,qualified,CAMP_1,Google Ads
U0136,2024-01-15 12:31:00 ,impression,CAMP_1,Google Ads
U0136,2024-01-15 14:24:00 ,click,CAMP_1,Google Ads
U0136,2024-01-15 20:50:00 ,lead,CAMP_1,Google Ads
